Golden_Globe_Winner_ID,Winner,Year_Ceremony,Movie_Name,Golden_Globe_Award,GG_Award_ID
948,Robert Buckner,1952,Bright Victory,Best Screenplay - Motion Picture,GG012
949,Alain Resnais,1952,Pictura,Special Achievement Award,GG015
950,A Place In The Sun,1952,A Place In The Sun,Best Motion Picture - Drama,GG001
951,An American In Paris,1952,An American In Paris,Best Motion Picture - Musical or Comedy,GG004
952,Pier Angeli,1952,Teresa,New Star Of The Year - Actress,GG016
953,Kevin McCarthy,1952,Death of a Salesman (1951),New Star Of The Year - Actor,GG017
954,Victor Young,1952,September Affair,Best Original Score - Motion Picture,GG013
955,Laslo Benedek,1952,Death of a Salesman (1951),Best Director - Motion Picture,GG011
956,Esther Williams,1952,Esther Williams,World Film Favorites,GG019
957,The Day The Earth Stood Still,1952,The Day The Earth Stood Still,Promoting International Understanding,GG025
958,Kim Hunter,1952,A Streetcar Named Desire (1951),Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
959,Death of a Salesman (1951),1952,Death of a Salesman (1951),Cinematography - Black And White,GG027
960,Quo Vadis,1952,Quo Vadis,Cinematography - Color,GG028
961,June Allyson,1952,Too Young To Kiss,Actress In A Leading Role - Musical Or Comedy,GG023
962,Peter Ustinov,1952,Quo Vadis,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
963,Jane Wyman,1952,The Blue Veil,Best Performance by an Actress in a Motion Picture - Drama,GG002
964,José Ferrer,1951,Cyrano de Bergerac (1950),Best Performance by an Actor in a Motion Picture - Drama,GG003
965,Joseph L. Mankiewicz,1951,All About Eve,Best Screenplay - Motion Picture,GG012
966,Franz Waxman,1951,Sunset Boulevard,Best Original Score - Motion Picture,GG013
967,Billy Wilder,1951,Sunset Boulevard,Best Director - Motion Picture,GG011
968,Jane Wyman,1951,Jane Wyman,World Film Favorites,GG019
969,Broken Arrow,1951,Broken Arrow,Promoting International Understanding,GG025
970,Gene Nelson,1951,Tea For Two,New Star Of The Year,GG018
971,Josephine Hull,1951,Harvey,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
972,Cyrano de Bergerac (1950),1951,Cyrano de Bergerac (1950),Cinematography - Black And White,GG027
973,King Solomon's Mines,1951,King Solomon's Mines,Cinematography - Color,GG028
974,Broderick Crawford,1950,All The King's Men,Actor In A Leading Role,GG037
975,Robert Pirosh,1950,Battleground,Best Screenplay - Motion Picture,GG012
976,All The King's Men,1950,All The King's Men,Picture,GG038
977,Mercedes McCambridge,1950,All The King's Men,New Star Of The Year - Actress,GG016
978,Richard Todd,1950,The Hasty Heart,New Star Of The Year - Actor,GG017
979,Johnny Green,1950,The Inspector General,Best Original Score - Motion Picture,GG013
980,Robert Rossen,1950,All The King's Men,Best Director - Motion Picture,GG011
981,The Bicycle Thief,1950,The Bicycle Thief,Best Motion Picture – Non-English Language,GG008
982,The Hasty Heart,1950,The Hasty Heart,Promoting International Understanding,GG025
983,Mercedes McCambridge,1950,All The King's Men,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
984,Champion,1950,Champion,Cinematography,GG039
985,James Whitmore,1950,Battleground,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
986,Olivia de Havilland,1950,The Heiress,Actress In A Leading Role,GG040
987,The Adventures of Ichabod and Mr. Toad,1950,The Adventures of Ichabod and Mr. Toad,Outstanding Use Of Color,GG041
988,Laurence Olivier,1949,Hamlet (1948),Actor In A Leading Role,GG037
989,Richard Schweizer,1949,The Search,Best Screenplay - Motion Picture,GG012
990,Johnny Belinda,1949,Johnny Belinda,Picture,GG038
991,"Treasure of the Sierra Madre, The",1949,The Treasure of the Sierra Madre,Picture,GG038
992,Brian Easdale,1949,The Red Shoes,Best Original Score - Motion Picture,GG013
993,John Huston,1949,The Treasure of the Sierra Madre,Best Director - Motion Picture,GG011
994,Ivan Jandl,1949,The Search,Juvenile Performance,GG032
995,The Search,1949,The Search,Promoting International Understanding,GG025
996,Ellen Corby,1949,I Remember Mama,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
997,The Pearl,1949,The Pearl,Cinematography,GG039
998,Walter Huston,1949,The Treasure of the Sierra Madre,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
999,Jane Wyman,1949,Johnny Belinda,Actress In A Leading Role,GG040
1000,Hamlet (1948),1949,Hamlet (1948),Foreign Film - English Language,GG021
1001,Ronald Colman,1948,A Double Life,Actor In A Leading Role,GG037
1002,George Seaton,1948,Miracle on 34th Street,Best Screenplay - Motion Picture,GG012
1003,Walt Disney,1948,Bambi,Special Achievement Award,GG015
1004,Lois Maxwell,1948,That Hagen Girl,New Star Of The Year - Actress,GG016
1005,Richard Widmark,1948,Kiss of Death,New Star Of The Year - Actor,GG017
1006,Max Steiner,1948,Life with Father,Best Original Score - Motion Picture,GG013
1007,Dean Stockwell,1948,Gentleman's Agreement,Juvenile Performance,GG032
1008,Celeste Holm,1948,Gentleman's Agreement,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
1009,Black Narcissus,1948,Black Narcissus,Cinematography,GG039
1010,Edmund Gwenn,1948,Miracle on 34th Street,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
1011,Rosalind Russell,1948,Mourning Becomes Electra,Actress In A Leading Role,GG040
1012,Gentleman's Agreement,1948,Gentleman's Agreement,Picture,GG038
1013,Gregory Peck,1947,The Yearling,Actor In A Leading Role,GG037
1014,Harold Russell,1947,The Best Years of Our Lives,Special Achievement Award,GG015
1015,The Best Years of Our Lives,1947,The Best Years of Our Lives,Picture,GG038
1016,Frank Capra,1947,It's A Wonderful Life,Best Director - Motion Picture,GG011
1017,The Last Chance,1947,The Last Chance,Promoting International Understanding,GG025
1018,Anne Baxter,1947,The Razor's Edge,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
1019,Clifton Webb,1947,The Razor's Edge,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
1020,Ray Milland,1946,The Lost Weekend,Actor In A Leading Role,GG037
1021,The Lost Weekend,1946,The Lost Weekend,Picture,GG038
1022,J. Carroll Naish,1946,A Medal For Benny,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
1023,Ingrid Bergman,1946,The Bells of St. Mary's,Actress In A Leading Role,GG040
1024,The House I Live In,1946,The House I Live In,Promoting International Understanding,GG025
