Year Film,Year Ceremony,Award,Name of Winner,Movie Name,Oscar Award ID
1966,1967,BEST PICTURE,"Fred Zinnemann, Producer",A Man for All Seasons,OWA0060
1966,1967,SHORT SUBJECT (Cartoon),"John Hubley and Faith Hubley, Producers",Herb Alpert and the Tijuana Brass Double Feature,OWA0016
1966,1967,SHORT SUBJECT (Live Action),"Edgar Anstey, Producer",Wild Wings,OWA0054
1966,1967,SOUND,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",Grand Prix,OWA0057
1966,1967,SOUND EFFECTS,Gordon Daniel,Grand Prix,OWA0061
1966,1967,SPECIAL VISUAL EFFECTS,Art Cruickshank,Fantastic Voyage,OWA0062
1966,1967,WRITING (Screenplay--based on material from another medium),Robert Bolt,A Man for All Seasons,OWA0055
1966,1967,WRITING (Story and Screenplay--written directly for the screen),"Story by Claude Lelouch;  Screenplay by Claude Lelouch, Pierre Uytterhoeven",A Man and a Woman,OWA0056
1967,1968,ACTOR,Rod Steiger,In the Heat of the Night,OWA0001
1967,1968,ACTOR IN A SUPPORTING ROLE,George Kennedy,Cool Hand Luke,OWA0025
1967,1968,ACTRESS,Katharine Hepburn,Guess Who's Coming to Dinner,OWA0002
1967,1968,ACTRESS IN A SUPPORTING ROLE,Estelle Parsons,Bonnie and Clyde,OWA0026
1967,1968,ART DIRECTION,"Art Direction:  John Truscott, Edward Carrere;  Set Decoration:  John W. Brown",Camelot,OWA0003
1967,1968,CINEMATOGRAPHY,Burnett Guffey,Bonnie and Clyde,OWA0004
1967,1968,COSTUME DESIGN,John Truscott,Camelot,OWA0053
1967,1968,DIRECTING,Mike Nichols,The Graduate,OWA0012
1967,1968,DOCUMENTARY (Feature),"Pierre Schoendoerffer, Producer",The Anderson Platoon,OWA0044
1967,1968,DOCUMENTARY (Short Subject),"Mark Harris and Trevor Greenwood, Producers",The Redwoods,OWA0037
1967,1968,FILM EDITING,Hal Ashby,In the Heat of the Night,OWA0020
1967,1968,FOREIGN LANGUAGE FILM,Czechoslovakia,Closely Watched Trains,OWA0050
1967,1968,MUSIC (Original Music Score),Elmer Bernstein,Thoroughly Modern Millie,OWA0063
1967,1968,MUSIC (Scoring of Music--adaptation or treatment),"Alfred Newman, Ken Darby",Camelot,OWA0059
1967,1968,MUSIC (Song),Music and Lyrics by Leslie Bricusse,Doctor Dolittle,OWA0022
1967,1968,BEST PICTURE,"Walter Mirisch, Producer",In the Heat of the Night,OWA0060
1967,1968,SHORT SUBJECT (Cartoon),"Fred Wolf, Producer",The Box,OWA0016
1967,1968,SHORT SUBJECT (Live Action),"Christopher Chapman, Producer",A Place to Stand,OWA0054
1967,1968,SOUND,Samuel Goldwyn Studio Sound Department,In the Heat of the Night,OWA0057
1967,1968,SOUND EFFECTS,John Poyner,The Dirty Dozen,OWA0061
1967,1968,SPECIAL VISUAL EFFECTS,L. B. Abbott,Doctor Dolittle,OWA0062
1967,1968,WRITING (Screenplay--based on material from another medium),Stirling Silliphant,In the Heat of the Night,OWA0055
1967,1968,WRITING (Story and Screenplay--written directly for the screen),William Rose,Guess Who's Coming to Dinner,OWA0056
1968,1969,ACTOR,Cliff Robertson,Charly,OWA0001
1968,1969,ACTOR IN A SUPPORTING ROLE,Jack Albertson,The Subject Was Roses,OWA0025
1968,1969,ACTRESS,Katharine Hepburn,The Lion in Winter,OWA0002
1968,1969,ACTRESS,Barbra Streisand,Funny Girl,OWA0002
1968,1969,ACTRESS IN A SUPPORTING ROLE,Ruth Gordon,Rosemary's Baby,OWA0026
1968,1969,ART DIRECTION,"Art Direction:  John Box, Terence Marsh;  Set Decoration:  Vernon Dixon, Ken Muggleston",Oliver!,OWA0003
1968,1969,CINEMATOGRAPHY,Pasqualino De Santis,Romeo and Juliet,OWA0004
1968,1969,COSTUME DESIGN,Danilo Donati,Romeo and Juliet,OWA0053
1968,1969,DIRECTING,Carol Reed,Oliver!,OWA0012
1968,1969,DOCUMENTARY (Feature),"Bill McGaw, Producer",Journey into Self,OWA0044
1968,1969,DOCUMENTARY (Short Subject),"Saul Bass, Producer",Why Man Creates,OWA0037
1968,1969,FILM EDITING,Frank P. Keller,Bullitt,OWA0020
1968,1969,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,War and Peace,OWA0050
1968,1969,MUSIC (Original Score--for a motion picture [not a musical]),John Barry,The Lion in Winter,OWA0064
1968,1969,MUSIC (Score of a Musical Picture--original or adaptation),Adaptation score by John Green,Oliver!,OWA0065
1968,1969,MUSIC (Song--Original for the Picture),Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman,The Thomas Crown Affair,OWA0066
1968,1969,BEST PICTURE,"John Woolf, Producer",Oliver!,OWA0060
1968,1969,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Winnie the Pooh and the Blustery Day,OWA0016
1968,1969,SHORT SUBJECT (Live Action),"Charles Guggenheim, Producer",Robert Kennedy Remembered,OWA0054
1968,1969,SOUND,Shepperton Studio Sound Department,Oliver!,OWA0057
1968,1969,SPECIAL VISUAL EFFECTS,Stanley Kubrick,2001: A Space Odyssey,OWA0062
1968,1969,WRITING (Screenplay--based on material from another medium),James Goldman,The Lion in Winter,OWA0055
1968,1969,WRITING (Story and Screenplay--written directly for the screen),Mel Brooks,The Producers,OWA0056
1969,1970,ACTOR,John Wayne,True Grit,OWA0001
1969,1970,ACTOR IN A SUPPORTING ROLE,Gig Young,"They Shoot Horses, Don't They?",OWA0025
1969,1970,ACTRESS,Maggie Smith,The Prime of Miss Jean Brodie,OWA0002
1969,1970,ACTRESS IN A SUPPORTING ROLE,Goldie Hawn,Cactus Flower,OWA0026
1969,1970,ART DIRECTION,"Art Direction:  John DeCuir, Jack Martin Smith, Herman Blumenthal;  Set Decoration:  Walter M. Scott, George Hopkins, Raphael Bretton","Hello, Dolly!",OWA0003
1969,1970,CINEMATOGRAPHY,Conrad Hall,Butch Cassidy and the Sundance Kid,OWA0004
1969,1970,COSTUME DESIGN,Margaret Furse,Anne of the Thousand Days,OWA0053
1969,1970,DIRECTING,John Schlesinger,Midnight Cowboy,OWA0012
1969,1970,DOCUMENTARY (Feature),"Bernard Chevry, Producer",Arthur Rubinstein - The Love of Life,OWA0044
1969,1970,DOCUMENTARY (Short Subject),"Denis Sanders and Robert M. Fresco, Producers",Czechoslovakia 1968,OWA0037
1969,1970,FILM EDITING,Françoise Bonnot,Z,OWA0020
1969,1970,FOREIGN LANGUAGE FILM,Algeria,Z,OWA0050
1969,1970,MUSIC (Original Score--for a motion picture [not a musical]),Burt Bacharach,Butch Cassidy and the Sundance Kid,OWA0064
1969,1970,MUSIC (Score of a Musical Picture--original or adaptation),Adaptation score by Lennie Hayton and Lionel Newman,"Hello, Dolly!",OWA0065
1969,1970,MUSIC (Song--Original for the Picture),Music by Burt Bacharach; Lyrics by Hal David,Butch Cassidy and the Sundance Kid,OWA0066
1969,1970,BEST PICTURE,"Jerome Hellman, Producer",Midnight Cowboy,OWA0060
1969,1970,SHORT SUBJECT (Cartoon),"Ward Kimball, Producer",It's Tough to Be a Bird,OWA0016
1969,1970,SHORT SUBJECT (Live Action),"Joan Keller Stern, Producer",The Magic Machines,OWA0054
1969,1970,SOUND,"Jack Solomon, Murray Spivack","Hello, Dolly!",OWA0057
1969,1970,SPECIAL VISUAL EFFECTS,Robbie Robertson,Marooned,OWA0062
1969,1970,WRITING (Screenplay--based on material from another medium),Waldo Salt,Midnight Cowboy,OWA0055
1969,1970,WRITING (Story and Screenplay--based on material not previously published or produced),William Goldman,Butch Cassidy and the Sundance Kid,OWA0067
1970,1971,ACTOR,George C. Scott,Patton,OWA0001
1970,1971,ACTOR IN A SUPPORTING ROLE,John Mills,Ryan's Daughter,OWA0025
1970,1971,ACTRESS,Glenda Jackson,Women in Love,OWA0002
1970,1971,ACTRESS IN A SUPPORTING ROLE,Helen Hayes,Airport,OWA0026
1970,1971,ART DIRECTION,"Art Direction:  Urie McCleary, Gil Parrondo;  Set Decoration:  Antonio Mateos, Pierre-Louis Thevenet",Patton,OWA0003
1970,1971,CINEMATOGRAPHY,Freddie Young,Ryan's Daughter,OWA0004
1970,1971,COSTUME DESIGN,Nino Novarese,Cromwell,OWA0053
1970,1971,DIRECTING,Franklin J. Schaffner,Patton,OWA0012
1970,1971,DOCUMENTARY (Feature),"Bob Maurice, Producer",Woodstock,OWA0044
1970,1971,DOCUMENTARY (Short Subject),"Joseph Strick, Producer",Interviews with My Lai Veterans,OWA0037
1970,1971,FILM EDITING,Hugh S. Fowler,Patton,OWA0020
1970,1971,FOREIGN LANGUAGE FILM,Italy,Investigation of a Citizen above Suspicion,OWA0050
1970,1971,MUSIC (Original Score),Francis Lai,Love Story,OWA0030
1970,1971,MUSIC (Original Song Score),Music and lyrics by The Beatles,Let It Be,OWA0068
1970,1971,MUSIC (Song--Original for the Picture),Music by Fred Karlin; Lyrics by Robb Royer (aka Robb Wilson) and James Griffin (aka Arthur James),Lovers and Other Strangers,OWA0066
1970,1971,BEST PICTURE,"Frank McCarthy, Producer",Patton,OWA0060
1970,1971,SHORT SUBJECT (Cartoon),"Nick Bosustow, Producer",Is It Always Right to Be Right?,OWA0016
1970,1971,SHORT SUBJECT (Live Action),"John Longenecker, Producer",The Resurrection of Broncho Billy,OWA0054
1970,1971,SOUND,"Douglas Williams, Don Bassman",Patton,OWA0057
1970,1971,SPECIAL VISUAL EFFECTS,"A. D. Flowers, L. B. Abbott",Tora! Tora! Tora!,OWA0062
1970,1971,WRITING (Screenplay--based on material from another medium),"Ring Lardner, Jr.",M*A*S*H,OWA0055
1970,1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"Francis Ford Coppola, Edmund H. North",Patton,OWA0069
1971,1972,ACTOR,Gene Hackman,The French Connection,OWA0001
1971,1972,ACTOR IN A SUPPORTING ROLE,Ben Johnson,The Last Picture Show,OWA0025
1971,1972,ACTRESS,Jane Fonda,Klute,OWA0002
1971,1972,ACTRESS IN A SUPPORTING ROLE,Cloris Leachman,The Last Picture Show,OWA0026
1971,1972,ART DIRECTION,"Art Direction:  John Box, Ernest Archer, Jack Maxsted, Gil Parrondo;  Set Decoration:  Vernon Dixon",Nicholas and Alexandra,OWA0003
1971,1972,CINEMATOGRAPHY,Oswald Morris,Fiddler on the Roof,OWA0004
1971,1972,COSTUME DESIGN,"Yvonne Blake, Antonio Castillo",Nicholas and Alexandra,OWA0053
1971,1972,DIRECTING,William Friedkin,The French Connection,OWA0012
1971,1972,DOCUMENTARY (Feature),"Walon Green, Producer",The Hellstrom Chronicle,OWA0044
1971,1972,DOCUMENTARY (Short Subject),"Manuel Arango and Robert Amram, Producers",Sentinels of Silence,OWA0037
1971,1972,FILM EDITING,Jerry Greenberg,The French Connection,OWA0020
1971,1972,FOREIGN LANGUAGE FILM,Italy,The Garden of the Finzi Continis,OWA0050
1971,1972,MUSIC (Original Dramatic Score),Michel Legrand,Summer of '42,OWA0070
1971,1972,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by John Williams,Fiddler on the Roof,OWA0071
1971,1972,MUSIC (Song--Original for the Picture),Music and Lyrics by Isaac Hayes,Shaft,OWA0066
1971,1972,BEST PICTURE,"Philip D'Antoni, Producer",The French Connection,OWA0060
1971,1972,SHORT SUBJECT (Animated),"Ted Petok, Producer",The Crunch Bird,OWA0072
1971,1972,SHORT SUBJECT (Live Action),"Manuel Arango and Robert Amram, Producers",Sentinels of Silence,OWA0054
1971,1972,SOUND,"Gordon K. McCallum, David Hildyard",Fiddler on the Roof,OWA0057
1971,1972,SPECIAL VISUAL EFFECTS,"Alan Maley, Eustace Lycett, Danny Lee",Bedknobs and Broomsticks,OWA0062
1971,1972,WRITING (Screenplay--based on material from another medium),Ernest Tidyman,The French Connection,OWA0055
1971,1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Paddy Chayefsky,The Hospital,OWA0069
1972,1973,ACTOR,Marlon Brando,The Godfather,OWA0001
1972,1973,ACTOR IN A SUPPORTING ROLE,Joel Grey,Cabaret,OWA0025
1972,1973,ACTRESS,Liza Minnelli,Cabaret,OWA0002
1972,1973,ACTRESS IN A SUPPORTING ROLE,Eileen Heckart,Butterflies Are Free,OWA0026
1972,1973,ART DIRECTION,"Art Direction:  Rolf Zehetbauer, Jurgen Kiebach;  Set Decoration:  Herbert Strabel",Cabaret,OWA0003
1972,1973,CINEMATOGRAPHY,Geoffrey Unsworth,Cabaret,OWA0004
1972,1973,COSTUME DESIGN,Anthony Powell,Travels with My Aunt,OWA0053
1972,1973,DIRECTING,Bob Fosse,Cabaret,OWA0012
1972,1973,DOCUMENTARY (Feature),"Howard Smith and Sarah Kernochan, Producers",Marjoe,OWA0044
1972,1973,DOCUMENTARY (Short Subject),"Charles Huguenot van der Linden and Martina Huguenot van der Linden, Producers",This Tiny World,OWA0037
1972,1973,FILM EDITING,David Bretherton,Cabaret,OWA0020
1972,1973,FOREIGN LANGUAGE FILM,France,The Discreet Charm of the Bourgeoisie,OWA0050
1972,1973,MUSIC (Original Dramatic Score),"Charles Chaplin, Raymond Rasch, Larry Russell",Limelight,OWA0070
1972,1973,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Ralph Burns,Cabaret,OWA0071
1972,1973,MUSIC (Song--Original for the Picture),Music and Lyrics by Al Kasha and Joel Hirschhorn,The Poseidon Adventure,OWA0066
1972,1973,BEST PICTURE,"Albert S. Ruddy, Producer",The Godfather,OWA0060
1972,1973,SHORT SUBJECT (Animated),"Richard Williams, Producer",A Christmas Carol,OWA0072
1972,1973,SHORT SUBJECT (Live Action),"Richard Barclay, Producer",Norman Rockwell's World...An American Dream,OWA0054
1972,1973,SOUND,"Robert Knudson, David Hildyard",Cabaret,OWA0057
1972,1973,WRITING (Screenplay--based on material from another medium),"Mario Puzo, Francis Ford Coppola",The Godfather,OWA0055
1972,1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Jeremy Larner,The Candidate,OWA0069
1972,1973,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"L. B. Abbott, A. D. Flowers",The Poseidon Adventure,OWA0073
1973,1974,ACTOR,Jack Lemmon,Save the Tiger,OWA0001
1973,1974,ACTOR IN A SUPPORTING ROLE,John Houseman,The Paper Chase,OWA0025
1973,1974,ACTRESS,Glenda Jackson,A Touch of Class,OWA0002
1973,1974,ACTRESS IN A SUPPORTING ROLE,Tatum O'Neal,Paper Moon,OWA0026
1973,1974,ART DIRECTION,Art Direction:  Henry Bumstead;  Set Decoration:  James Payne,The Sting,OWA0003
1973,1974,CINEMATOGRAPHY,Sven Nykvist,Cries and Whispers,OWA0004
1973,1974,COSTUME DESIGN,Edith Head,The Sting,OWA0053
1973,1974,DIRECTING,George Roy Hill,The Sting,OWA0012
1973,1974,DOCUMENTARY (Feature),"Kieth Merrill, Producer",The Great American Cowboy,OWA0044
1973,1974,DOCUMENTARY (Short Subject),"Julian Krainin and DeWitt L. Sage, Jr., Producers",Princeton: A Search for Answers,OWA0037
1973,1974,FILM EDITING,William Reynolds,The Sting,OWA0020
1973,1974,FOREIGN LANGUAGE FILM,France,Day for Night,OWA0050
1973,1974,MUSIC (Original Dramatic Score),Marvin Hamlisch,The Way We Were,OWA0070
1973,1974,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Adaptation Score by Marvin Hamlisch,The Sting,OWA0074
1973,1974,MUSIC (Song),Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,The Way We Were,OWA0022
1973,1974,BEST PICTURE,"Tony Bill, Michael Phillips and Julia Phillips, Producers",The Sting,OWA0060
1973,1974,SHORT SUBJECT (Animated),"Frank Mouris, Producer",Frank Film,OWA0072
1973,1974,SHORT SUBJECT (Live Action),"Allan Miller and William Fertik, Producers",The Bolero,OWA0054
1973,1974,SOUND,"Robert Knudson, Chris Newman",The Exorcist,OWA0057
1973,1974,WRITING (Screenplay--based on material from another medium),William Peter Blatty,The Exorcist,OWA0055
1973,1974,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),David S. Ward,The Sting,OWA0069
1974,1975,ACTOR,Art Carney,Harry and Tonto,OWA0001
1974,1975,ACTOR IN A SUPPORTING ROLE,Robert De Niro,The Godfather Part II,OWA0025
1974,1975,ACTRESS,Ellen Burstyn,Alice Doesn't Live Here Anymore,OWA0002
1974,1975,ACTRESS IN A SUPPORTING ROLE,Ingrid Bergman,Murder on the Orient Express,OWA0026
1974,1975,ART DIRECTION,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson",The Godfather Part II,OWA0003
1974,1975,CINEMATOGRAPHY,"Fred Koenekamp, Joseph Biroc",The Towering Inferno,OWA0004
1974,1975,COSTUME DESIGN,Theoni V. Aldredge,The Great Gatsby,OWA0053
1974,1975,DIRECTING,Francis Ford Coppola,The Godfather Part II,OWA0012
1974,1975,DOCUMENTARY (Feature),"Peter Davis and Bert Schneider, Producers",Hearts and Minds,OWA0044
1974,1975,DOCUMENTARY (Short Subject),"Robin Lehman, Producer",Don't,OWA0037
1974,1975,FILM EDITING,"Harold F. Kress, Carl Kress",The Towering Inferno,OWA0020
1974,1975,FOREIGN LANGUAGE FILM,Italy,Amarcord,OWA0050
1974,1975,MUSIC (Original Dramatic Score),"Nino Rota, Carmine Coppola",The Godfather Part II,OWA0070
1974,1975,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Adaptation Score by Nelson Riddle,The Great Gatsby,OWA0074
1974,1975,MUSIC (Song),Music and Lyrics by Al Kasha and Joel Hirschhorn,The Towering Inferno,OWA0022
1974,1975,BEST PICTURE,"Francis Ford Coppola, Producer;  Gray Frederickson and Fred Roos, Co-Producers",The Godfather Part II,OWA0060
1974,1975,SHORT FILM (Animated),"Will Vinton and Bob Gardiner, Producers",Closed Mondays,OWA0075
1974,1975,SHORT FILM (Live Action),"Paul Claudon and Edmond Sechan, Producers",One-Eyed Men Are Kings,OWA0076
1974,1975,SOUND,"Ronald Pierce, Melvin Metcalfe, Sr.",Earthquake,OWA0057
1974,1975,WRITING (Original Screenplay),Robert Towne,Chinatown,OWA0036
1974,1975,WRITING (Screenplay Adapted from Other Material),"Francis Ford Coppola, Mario Puzo",The Godfather Part II,OWA0077
1974,1975,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Frank Brendel, Glen Robinson, Albert Whitlock",Earthquake,OWA0073
1975,1976,ACTOR,Jack Nicholson,One Flew over the Cuckoo's Nest,OWA0001
1975,1976,ACTOR IN A SUPPORTING ROLE,George Burns,The Sunshine Boys,OWA0025
1975,1976,ACTRESS,Louise Fletcher,One Flew over the Cuckoo's Nest,OWA0002
1975,1976,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Shampoo,OWA0026
1975,1976,ART DIRECTION,"Art Direction:  Ken Adam, Roy Walker;  Set Decoration:  Vernon Dixon",Barry Lyndon,OWA0003
1975,1976,CINEMATOGRAPHY,John Alcott,Barry Lyndon,OWA0004
1975,1976,COSTUME DESIGN,"Ulla-Britt Soderlund, Milena Canonero",Barry Lyndon,OWA0053
1975,1976,DIRECTING,Milos Forman,One Flew over the Cuckoo's Nest,OWA0012
1975,1976,DOCUMENTARY (Feature),"F. R. Crawley, James Hager and Dale Hartleben, Producers",The Man Who Skied down Everest,OWA0044
1975,1976,DOCUMENTARY (Short Subject),"Claire Wilbur and Robin Lehman, Producers",The End of the Game,OWA0037
1975,1976,FILM EDITING,Verna Fields,Jaws,OWA0020
1975,1976,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,Dersu Uzala,OWA0050
1975,1976,MUSIC (Original Score),John Williams,Jaws,OWA0030
1975,1976,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Adaptation Score by Leonard Rosenman,Barry Lyndon,OWA0074
1975,1976,MUSIC (Original Song),Music and Lyrics by Keith Carradine,Nashville,OWA0078
1975,1976,BEST PICTURE,"Saul Zaentz and Michael Douglas, Producers",One Flew over the Cuckoo's Nest,OWA0060
1975,1976,SHORT FILM (Animated),"Bob Godfrey, Producer",Great,OWA0075
1975,1976,SHORT FILM (Live Action),"Bert Salzman, Producer",Angel and Big Joe,OWA0076
1975,1976,SOUND,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter",Jaws,OWA0057
1975,1976,WRITING (Original Screenplay),Frank Pierson,Dog Day Afternoon,OWA0036
1975,1976,WRITING (Screenplay Adapted from Other Material),"Lawrence Hauben, Bo Goldman",One Flew over the Cuckoo's Nest,OWA0077
1975,1976,SPECIAL ACHIEVEMENT AWARD (Sound Effects),Peter Berkos,The Hindenburg,OWA0079
1975,1976,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Albert Whitlock, Glen Robinson",The Hindenburg,OWA0073
1976,1977,ACTOR IN A LEADING ROLE,Peter Finch,Network,OWA0080
1976,1977,ACTOR IN A SUPPORTING ROLE,Jason Robards,All the President's Men,OWA0025
1976,1977,ACTRESS IN A LEADING ROLE,Faye Dunaway,Network,OWA0081
1976,1977,ACTRESS IN A SUPPORTING ROLE,Beatrice Straight,Network,OWA0026
1976,1977,ART DIRECTION,Art Direction:  George Jenkins;  Set Decoration:  George Gaines,All the President's Men,OWA0003
1976,1977,CINEMATOGRAPHY,Haskell Wexler,Bound for Glory,OWA0004
1976,1977,COSTUME DESIGN,Danilo Donati,Fellini's Casanova,OWA0053
1976,1977,DIRECTING,John G. Avildsen,Rocky,OWA0012
1976,1977,DOCUMENTARY (Feature),"Barbara Kopple, Producer","Harlan County, U.S.A.",OWA0044
1976,1977,DOCUMENTARY (Short Subject),"Lynne Littman, Producer",Number Our Days,OWA0037
1976,1977,FILM EDITING,"Richard Halsey, Scott Conrad",Rocky,OWA0020
1976,1977,FOREIGN LANGUAGE FILM,Ivory Coast,Black and White in Color,OWA0050
1976,1977,MUSIC (Original Score),Jerry Goldsmith,The Omen,OWA0030
1976,1977,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Adaptation Score by Leonard Rosenman,Bound for Glory,OWA0082
1976,1977,MUSIC (Original Song),Music by Barbra Streisand; Lyrics by Paul Williams,A Star Is Born,OWA0078
1976,1977,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Rocky,OWA0060
1976,1977,SHORT FILM (Animated),"Suzanne Baker, Producer",Leisure,OWA0075
1976,1977,SHORT FILM (Live Action),"Andre Guttfreund and Peter Werner, Producers",In the Region of Ice,OWA0076
1976,1977,SOUND,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb",All the President's Men,OWA0057
1976,1977,WRITING (Screenplay--based on material from another medium),William Goldman,All the President's Men,OWA0055
1976,1977,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Paddy Chayefsky,Network,OWA0083
